First Name,Last Name,Full Name,Email,Title,Location,LinkedIn URL,Twitter URL,Instagram URL,Website,Profile URL,Source
Cindy,Pham,Cindy Pham,,,,https://linkedin.com/in/cinpham,,https://instagram.com/readwithcindy,https://www.awwwards.com/jury-member/cindypham,https://www.awwwards.com/jury-member/cindypham,awwwards_jury
Vendredi,Society,Vendredi Society,,,,,https://twitter.com/VendrediSociety,https://instagram.com/vendredi_society,https://www.awwwards.com/jury-member/Vendredi_Society,https://www.awwwards.com/jury-member/Vendredi_Society,awwwards_jury
Gianluca,Gradogna,Gianluca Gradogna,,,,https://linkedin.com/in/gianluca-gradogna-099995177/,,https://instagram.com/gianlucagradogna,https://www.awwwards.com/jury-member/gianluca-gradogna,https://www.awwwards.com/jury-member/gianluca-gradogna,awwwards_jury
Dennis,Snellenberg PRO,"Dennis Snellenberg
                                                                                                                PRO",,,,https://linkedin.com/in/dennissnellenberg,https://twitter.com/codebydennis,https://instagram.com/codebydennis,https://www.awwwards.com/jury-member/dennissnellenberg,https://www.awwwards.com/jury-member/dennissnellenberg,awwwards_jury
David,Hellmann,David Hellmann,,,,https://linkedin.com/in/davidhellmann,https://twitter.com/davidhellmann,https://instagram.com/davidhellmann,https://www.awwwards.com/jury-member/davidhellmann,https://www.awwwards.com/jury-member/davidhellmann,awwwards_jury
Stella,Petkova,Stella Petkova,,,,https://linkedin.com/in/stellapetkova,,,https://www.awwwards.com/jury-member/stella-petkova,https://www.awwwards.com/jury-member/stella-petkova,awwwards_jury
Lionel,Durimel,Lionel Durimel,,,,,https://twitter.com/lioneldurimel,,https://www.awwwards.com/jury-member/Lionel-Durimel,https://www.awwwards.com/jury-member/Lionel-Durimel,awwwards_jury
Andre,Ribeiro,Andre Ribeiro,,,,https://linkedin.com/in/andre-felipe-ribeiro,https://twitter.com/feliperibeiros,,https://www.awwwards.com/jury-member/andre-felipe-ribeiro,https://www.awwwards.com/jury-member/andre-felipe-ribeiro,awwwards_jury
Shaban,Iddrisu,Shaban Iddrisu,,,,https://linkedin.com/in/shabaniddrisu/,https://twitter.com/shabaniddrisu,https://instagram.com/shaban.iddrisu,https://www.awwwards.com/jury-member/shabaniddrisu,https://www.awwwards.com/jury-member/shabaniddrisu,awwwards_jury
Paulyne,huguenot,Paulyne huguenot,,,,https://linkedin.com/in/paulyne-huguenot-57ba7290/,,,https://www.awwwards.com/jury-member/Paulyne_huguenot,https://www.awwwards.com/jury-member/Paulyne_huguenot,awwwards_jury
Alina,Pryshchepa,Alina Pryshchepa,,,,https://linkedin.com/in/alina-pryshchepa,,https://instagram.com/Prshchpa,https://www.awwwards.com/jury-member/prshchpa,https://www.awwwards.com/jury-member/prshchpa,awwwards_jury
Agustin,Kryger,Agustin Kryger,,,,,https://twitter.com/agukry,https://instagram.com/agustin.kryger,https://www.awwwards.com/jury-member/agustin-kryger,https://www.awwwards.com/jury-member/agustin-kryger,awwwards_jury
Jomor,Design PRO,"Jomor Design
                                                                                                                PRO",,,,,https://twitter.com/iamjomor,https://instagram.com/iamjomor,https://www.awwwards.com/jury-member/JomorDesign,https://www.awwwards.com/jury-member/JomorDesign,awwwards_jury
Andreas,Antonsson,Andreas Antonsson,,,,https://www.linkedin.com/in/andreasantonsson/,https://www.twitter.com/andyantonsson,,https://www.awwwards.com/jury-member/antonsson,https://www.awwwards.com/jury-member/antonsson,awwwards_jury
Javier,Corrales,Javier Corrales,,,,https://linkedin.com/in/mr-corrales/,https://twitter.com/somoscuchillo,https://instagram.com/mr_corrales,https://www.awwwards.com/jury-member/mrcorrales,https://www.awwwards.com/jury-member/mrcorrales,awwwards_jury
Antón,Martínez,Antón Martínez,,,,https://linkedin.com/in/antonmartinez,,,https://www.awwwards.com/jury-member/antonmartinez,https://www.awwwards.com/jury-member/antonmartinez,awwwards_jury
sati.taschiba,,sati.taschiba,,,,https://linkedin.com/in/taschiba,,https://instagram.com/sati.taschiba,https://www.awwwards.com/jury-member/taschiba,https://www.awwwards.com/jury-member/taschiba,awwwards_jury
Anais,Iris,Anais Iris,,,,https://linkedin.com/in/anais-iris-lefebvre-931506bb,https://twitter.com/Anais_Iris_L,https://instagram.com/anais.iris,https://www.awwwards.com/jury-member/anaisiris,https://www.awwwards.com/jury-member/anaisiris,awwwards_jury
Tomas,Baruffaldi,Tomas Baruffaldi,,,,https://linkedin.com/in/tomas-baruffaldi/,https://twitter.com/@lestatom,https://instagram.com/lestatom,https://www.awwwards.com/jury-member/tomasbaruffaldi,https://www.awwwards.com/jury-member/tomasbaruffaldi,awwwards_jury
François-Xavier,Manceau,François-Xavier Manceau,,,,https://linkedin.com/in/fran%C3%A7ois-xavier-manceau-248056159,,https://instagram.com/fxmanceau,https://www.awwwards.com/jury-member/fxmanceau,https://www.awwwards.com/jury-member/fxmanceau,awwwards_jury
Olha,Olianishyna,Olha Olianishyna,,,,https://linkedin.com/in/olha-olianishyna-68b233128/,https://twitter.com/Olianishka,https://instagram.com/olianishka,https://www.awwwards.com/jury-member/o.olianishyna,https://www.awwwards.com/jury-member/o.olianishyna,awwwards_jury
Anthony,Bobrov,Anthony Bobrov,,,,https://linkedin.com/in/anthony-bobrov/,,https://instagram.com/anthony.bobrov,https://www.awwwards.com/jury-member/anthony.bobrov,https://www.awwwards.com/jury-member/anthony.bobrov,awwwards_jury
Clément,Dumas,Clément Dumas,,,,https://linkedin.com/in/clmtdms,,,https://www.awwwards.com/jury-member/clmtdms,https://www.awwwards.com/jury-member/clmtdms,awwwards_jury
Vide,Infra PRO,"Vide Infra
                                                                                                                PRO",,,,,https://twitter.com/videinfragroup,https://instagram.com/videinfra_com,https://www.awwwards.com/jury-member/videinfra,https://www.awwwards.com/jury-member/videinfra,awwwards_jury
Juraj,Molnár PRO,"Juraj Molnár
                                                                                                                PRO",,,,https://linkedin.com/in/jurajmolnar,https://twitter.com/jm_uxdesign,,https://www.awwwards.com/jury-member/jurajmolnar,https://www.awwwards.com/jury-member/jurajmolnar,awwwards_jury
Claudia,Mussett,Claudia Mussett,,,,,https://twitter.com/_askee,,https://www.awwwards.com/jury-member/clauaskee,https://www.awwwards.com/jury-member/clauaskee,awwwards_jury
Franco,Arza,Franco Arza,,,,https://linkedin.com/in/francoarza,https://twitter.com/arzafran,https://instagram.com/francoarz,https://www.awwwards.com/jury-member/franco-arza,https://www.awwwards.com/jury-member/franco-arza,awwwards_jury
Rafael,Dante,Rafael Dante,,,,https://linkedin.com/in/rafaeldante,https://twitter.com/rafaeldante,https://instagram.com/rafaeldante,https://www.awwwards.com/jury-member/rafael_dante,https://www.awwwards.com/jury-member/rafael_dante,awwwards_jury
Ellie,Hardy,Ellie Hardy,,,,https://linkedin.com/in/elliehardy,https://twitter.com/@mzelliesf,,https://www.awwwards.com/jury-member/ellie-hardy,https://www.awwwards.com/jury-member/ellie-hardy,awwwards_jury
Ruud,Luijten,Ruud Luijten,,,,https://linkedin.com/in/ruudluijten,https://twitter.com/rluijtenant,https://instagram.com/rluijtenant,https://www.awwwards.com/jury-member/rluijten,https://www.awwwards.com/jury-member/rluijten,awwwards_jury
Gilles,Tossoukpé PRO,"Gilles Tossoukpé
                                                                                                                PRO",,,,https://linkedin.com/in/gylstroy/,,https://instagram.com/rubxkub,https://www.awwwards.com/jury-member/GillesTossoukpe,https://www.awwwards.com/jury-member/GillesTossoukpe,awwwards_jury
Roberta,Rebecca Salami,Roberta Rebecca Salami,,,,,https://twitter.com/RobertaRebecca1,,https://www.awwwards.com/jury-member/roberta-rebecca,https://www.awwwards.com/jury-member/roberta-rebecca,awwwards_jury
Oscar,Rivera,Oscar Rivera,,,,https://linkedin.com/in/oscar-rivera-4530375/,https://twitter.com/oscar_lrv,https://instagram.com/oscar_lrv,https://www.awwwards.com/jury-member/oscarlrv,https://www.awwwards.com/jury-member/oscarlrv,awwwards_jury
Anatolii,Kozhukhar,Anatolii Kozhukhar,,,,https://linkedin.com/in/anatoly-kozhukhar-245a2140,https://twitter.com/AnatolyKr,,https://www.awwwards.com/jury-member/tolle.ko,https://www.awwwards.com/jury-member/tolle.ko,awwwards_jury
Davide,Baratta,Davide Baratta,,,,https://linkedin.com/in/davide-baratta-9383513b/,https://twitter.com/davide_baratta,https://instagram.com/unlearn.studio,https://www.awwwards.com/jury-member/DavideBaratta,https://www.awwwards.com/jury-member/DavideBaratta,awwwards_jury
Stefano,Peschiera,Stefano Peschiera,,,,https://linkedin.com/in/stefanopeschiera,,,https://www.awwwards.com/jury-member/stefanopeschiera,https://www.awwwards.com/jury-member/stefanopeschiera,awwwards_jury
Soren,Bo Bastian,Soren Bo Bastian,,,,https://linkedin.com/in/sorenbobastian,https://twitter.com/@mrbobbymonroe,,https://www.awwwards.com/jury-member/sorenbobastian,https://www.awwwards.com/jury-member/sorenbobastian,awwwards_jury
Den,PRO,"Den
                                                                                                                PRO",,,,,https://twitter.com/micheleangeloro,https://instagram.com/den____cool,https://www.awwwards.com/jury-member/dencool,https://www.awwwards.com/jury-member/dencool,awwwards_jury
Mikha,Makhoul,Mikha Makhoul,,,,https://linkedin.com/in/mmakhoul,https://twitter.com/jokerboks,https://instagram.com/noircross,https://www.awwwards.com/jury-member/mikha,https://www.awwwards.com/jury-member/mikha,awwwards_jury
Bahaa,Samir,Bahaa Samir,,,,https://linkedin.com/in/bahaasamir,https://twitter.com/bahaa_wd,https://instagram.com/bahaa_samir,https://www.awwwards.com/jury-member/Bahaa,https://www.awwwards.com/jury-member/Bahaa,awwwards_jury
Bruno,Arizio,Bruno Arizio,,,,https://linkedin.com/in/brunoarizio,https://twitter.com/brunoarizio,https://instagram.com/brunoarizio,https://www.awwwards.com/jury-member/brunoarizio,https://www.awwwards.com/jury-member/brunoarizio,awwwards_jury
Elena,Saharova,Elena Saharova,,,,https://linkedin.com/in/elena-saharova/,,,https://www.awwwards.com/jury-member/eessoo,https://www.awwwards.com/jury-member/eessoo,awwwards_jury
Marissa,Louie,Marissa Louie,,,,https://linkedin.com/in/malouie,https://twitter.com/malouie,https://instagram.com/animoodles,https://www.awwwards.com/jury-member/malouie,https://www.awwwards.com/jury-member/malouie,awwwards_jury
Luis,Bizarro PRO,"Luis Bizarro
                                                                                                                PRO",,,,https://linkedin.com/in/luis-bizarro,https://twitter.com/bizar_ro,https://instagram.com/bizarro,https://www.awwwards.com/jury-member/bizarro,https://www.awwwards.com/jury-member/bizarro,awwwards_jury
Louis,Paquet PRO,"Louis Paquet
                                                                                                                PRO",,,,https://linkedin.com/in/louis-paquet-899a2759,https://twitter.com/lpaquet83,https://instagram.com/louispaquet83,https://www.awwwards.com/jury-member/louispaquet,https://www.awwwards.com/jury-member/louispaquet,awwwards_jury
Ilja,van Eck PRO,"Ilja van Eck
                                                                                                                PRO",,,,https://linkedin.com/in/ilja-van-eck,https://twitter.com/iljavaneck,https://instagram.com/by.ilja,https://www.awwwards.com/jury-member/ilja-van-eck,https://www.awwwards.com/jury-member/ilja-van-eck,awwwards_jury
Monde,Marafane,Monde Marafane,,,,https://linkedin.com/in/monde-marafane-b910b9138/,,,https://www.awwwards.com/jury-member/mondemarafane,https://www.awwwards.com/jury-member/mondemarafane,awwwards_jury
Maria,Vargas,Maria Vargas,,,,https://linkedin.com/in/paixmv,,https://instagram.com/paix.dsgn,https://www.awwwards.com/jury-member/paix-mv,https://www.awwwards.com/jury-member/paix-mv,awwwards_jury
Timothee,ROUSSILHE,Timothee ROUSSILHE,,,,,https://twitter.com/timroussilhe,https://instagram.com/timroussilhe,https://www.awwwards.com/jury-member/timotheeroussilhe,https://www.awwwards.com/jury-member/timotheeroussilhe,awwwards_jury
Natalia_Tarasova,,Natalia_Tarasova,,,,,,,https://www.awwwards.com/jury-member/nnatalia0212,https://www.awwwards.com/jury-member/nnatalia0212,awwwards_jury
Louise,Margueritat,Louise Margueritat,,,,https://linkedin.com/in/louise-margueritat-16857786/,,https://instagram.com/loumargueritat,https://www.awwwards.com/jury-member/louise-margueritat-,https://www.awwwards.com/jury-member/louise-margueritat-,awwwards_jury
Isaac,Fayemi,Isaac Fayemi,,,,,https://twitter.com/isaacfayemi_,https://instagram.com/isaacfayemi_,https://www.awwwards.com/jury-member/group256,https://www.awwwards.com/jury-member/group256,awwwards_jury
Balerein,,Balerein,,,,https://linkedin.com/in/%E2%9C%8C%EF%B8%8F-balerein-aranda-arestizabal-72514a27/,https://twitter.com/BalereinAA,,https://www.awwwards.com/jury-member/Balerein,https://www.awwwards.com/jury-member/Balerein,awwwards_jury
Lei,Xing,Lei Xing,,,,https://linkedin.com/in/lei-xing-34ba86a8,https://twitter.com/leixng,,https://www.awwwards.com/jury-member/leixing,https://www.awwwards.com/jury-member/leixing,awwwards_jury
Julia,Dziubina,Julia Dziubina,,,,https://linkedin.com/in/julia-dziubina,,https://instagram.com/julia.dzyubina,https://www.awwwards.com/jury-member/julia.dzyubina,https://www.awwwards.com/jury-member/julia.dzyubina,awwwards_jury
Samhita,,Samhita,,,,https://linkedin.com/in/samhitabhatkar,https://twitter.com/samhitabhatkar,https://instagram.com/samhitabhatkar,https://www.awwwards.com/jury-member/samhitabhatkar,https://www.awwwards.com/jury-member/samhitabhatkar,awwwards_jury
Kim,Baschet,Kim Baschet,,,,https://linkedin.com/in/kimbaschet,https://twitter.com/Kim_____B,,https://www.awwwards.com/jury-member/kim-baschet,https://www.awwwards.com/jury-member/kim-baschet,awwwards_jury
Big,Horror Athens PRO,"Big Horror Athens
                                                                                                                PRO",,,,,https://twitter.com/BigHorrorAthens,https://instagram.com/bighorrorathens,https://www.awwwards.com/jury-member/bighorror,https://www.awwwards.com/jury-member/bighorror,awwwards_jury
Olivier,Ouendeno PRO,"Olivier Ouendeno
                                                                                                                PRO",,,,https://linkedin.com/in/olivier-ouendeno-267aa121/,https://twitter.com/Olivier_o,,https://www.awwwards.com/jury-member/olivier.o,https://www.awwwards.com/jury-member/olivier.o,awwwards_jury
Anna,Bondarenko,Anna Bondarenko,,,,,https://twitter.com/An6Bondarenko,https://instagram.com/bondarenkoann,https://www.awwwards.com/jury-member/bondarenko-ann,https://www.awwwards.com/jury-member/bondarenko-ann,awwwards_jury
Niccolò,Miranda PRO,"Niccolò Miranda
                                                                                                                PRO",,,,https://linkedin.com/in/niccolomiranda,https://twitter.com/niccolomiranda,https://instagram.com/niccolomiranda,https://www.awwwards.com/jury-member/niccolo.miranda,https://www.awwwards.com/jury-member/niccolo.miranda,awwwards_jury
Tamerlan,Aziev,Tamerlan Aziev,,,,https://linkedin.com/in/aziev/,https://twitter.com/azievv,https://instagram.com/azievv,https://www.awwwards.com/jury-member/Aziev,https://www.awwwards.com/jury-member/Aziev,awwwards_jury
Anastasiia,Horodetska,Anastasiia Horodetska,,,,https://linkedin.com/in/horodetska,,https://instagram.com/stasyann,https://www.awwwards.com/jury-member/horodetska,https://www.awwwards.com/jury-member/horodetska,awwwards_jury
Oleksandra,Alokhina,Oleksandra Alokhina,,,,https://linkedin.com/in/alokhina,,,https://www.awwwards.com/jury-member/alokhina,https://www.awwwards.com/jury-member/alokhina,awwwards_jury
Raúl,Ortiz,Raúl Ortiz,,,,https://linkedin.com/in/raulortiz-,https://twitter.com/raulortiz_s,https://instagram.com/raulortz_,https://www.awwwards.com/jury-member/raulortiz,https://www.awwwards.com/jury-member/raulortiz,awwwards_jury
Jeanne,Benichou,Jeanne Benichou,,,,https://linkedin.com/in/jeannebenichou,,https://instagram.com/jeannebenichou,https://www.awwwards.com/jury-member/jeanne-benichou,https://www.awwwards.com/jury-member/jeanne-benichou,awwwards_jury
Ruslan,Siiz,Ruslan Siiz,,,,https://linkedin.com/in/ruslansiiz,https://twitter.com/RuslanSiiz,https://instagram.com/siizdesign,https://www.awwwards.com/jury-member/ruslan.siiz,https://www.awwwards.com/jury-member/ruslan.siiz,awwwards_jury
Alessandro,Rigobello,Alessandro Rigobello,,,,https://linkedin.com/in/alessandro-rigobello,https://twitter.com/sndrgb,https://instagram.com/sndrgb,https://www.awwwards.com/jury-member/sndrgb,https://www.awwwards.com/jury-member/sndrgb,awwwards_jury
Marta,Veludo,Marta Veludo,,,,https://linkedin.com/in/martaveludo,https://twitter.com/whiteponey,https://instagram.com/martaveludo,https://www.awwwards.com/jury-member/martaveludo,https://www.awwwards.com/jury-member/martaveludo,awwwards_jury
Karina,Sirqueira,Karina Sirqueira,,,,https://linkedin.com/in/karinasirqueira/,https://twitter.com/karinasirqueira,https://instagram.com/karinasirqueira,https://www.awwwards.com/jury-member/karinasirqueira,https://www.awwwards.com/jury-member/karinasirqueira,awwwards_jury
Yana,Holtseva,Yana Holtseva,,,,https://linkedin.com/in/yana-holtseva-773946b3/,,https://instagram.com/zyablisha,https://www.awwwards.com/jury-member/holtseva,https://www.awwwards.com/jury-member/holtseva,awwwards_jury
Lu,Yu,Lu Yu,,,,,https://twitter.com/Lugotype,,https://www.awwwards.com/jury-member/Lu-Yu,https://www.awwwards.com/jury-member/Lu-Yu,awwwards_jury
Joseph,Berry,Joseph Berry,,,,https://linkedin.com/in/joseph-berry-51993268/,https://twitter.com/josephberry88,https://instagram.com/joseph_berry_design,https://www.awwwards.com/jury-member/Joseph-Berry,https://www.awwwards.com/jury-member/Joseph-Berry,awwwards_jury
KIRAN,KUMAR C K,KIRAN KUMAR C K,,,,https://linkedin.com/in/kiran-c-k-321a2323,https://twitter.com/kirankumarc68,,https://www.awwwards.com/jury-member/kiranck,https://www.awwwards.com/jury-member/kiranck,awwwards_jury
Iván,Soria,Iván Soria,,,,https://linkedin.com/in/invasoria,https://twitter.com/invasoria,,https://www.awwwards.com/jury-member/invasoria,https://www.awwwards.com/jury-member/invasoria,awwwards_jury
Liz,Wells,Liz Wells,,,,https://linkedin.com/in/lizvwells,https://twitter.com/lizvwells,,https://www.awwwards.com/jury-member/lizvwells,https://www.awwwards.com/jury-member/lizvwells,awwwards_jury
Liva,Grinberga,Liva Grinberga,,,,https://linkedin.com/in/liva-grinberga-303b4120/,https://twitter.com/GrinbergaLiva,https://instagram.com/livagrinberga,https://www.awwwards.com/jury-member/liva-grinberga-2,https://www.awwwards.com/jury-member/liva-grinberga-2,awwwards_jury
Fred,Paquet,Fred Paquet,,,,https://linkedin.com/in/fr%C3%A9d%C3%A9ric-paquet-1479b810,https://twitter.com/FredPaquet1,,https://www.awwwards.com/jury-member/fredp,https://www.awwwards.com/jury-member/fredp,awwwards_jury
Lara,M. Tacito,Lara M. Tacito,,,,,https://twitter.com/laramata,,https://www.awwwards.com/jury-member/lara-tacito,https://www.awwwards.com/jury-member/lara-tacito,awwwards_jury
kenichi,tanaka,kenichi tanaka,,,,,https://twitter.com/tanaken__1,,https://www.awwwards.com/jury-member/k-tanaka,https://www.awwwards.com/jury-member/k-tanaka,awwwards_jury
Gil,Huybrecht,Gil Huybrecht,,,,,https://twitter.com/gilhuybrecht,https://instagram.com/gil.huybrecht,https://www.awwwards.com/jury-member/gilhuybrecht,https://www.awwwards.com/jury-member/gilhuybrecht,awwwards_jury
Frédéric,Marchand,Frédéric Marchand,,,,https://linkedin.com/in/frederic-marchand-26b800,https://twitter.com/LocomotiveMTL,https://instagram.com/freddyloco,https://www.awwwards.com/jury-member/Frederic-Marchand,https://www.awwwards.com/jury-member/Frederic-Marchand,awwwards_jury
Dan,Mall,Dan Mall,,,,https://linkedin.com/in/danmall,https://twitter.com/superfriendlyco,,https://www.awwwards.com/jury-member/superfriendly,https://www.awwwards.com/jury-member/superfriendly,awwwards_jury
Alessandro,Risso,Alessandro Risso,,,,https://linkedin.com/in/alessandrorisso,,,https://www.awwwards.com/jury-member/alessandrorisso,https://www.awwwards.com/jury-member/alessandrorisso,awwwards_jury
amélie,lamont,amélie lamont,,,,https://linkedin.com/in/alamont,,,https://www.awwwards.com/jury-member/amelielamont,https://www.awwwards.com/jury-member/amelielamont,awwwards_jury
Claudio,Guglieri,Claudio Guglieri,,,,https://linkedin.com/in/claudioguglieri,https://twitter.com/claudioguglieri,,https://www.awwwards.com/jury-member/claudioguglieri,https://www.awwwards.com/jury-member/claudioguglieri,awwwards_jury
Elena,Galitsky,Elena Galitsky,,,,,,,https://www.awwwards.com/jury-member/Elena-Galitsky,https://www.awwwards.com/jury-member/Elena-Galitsky,awwwards_jury
Thiago,Balzano,Thiago Balzano,,,,https://linkedin.com/in/thiagobalzano,https://twitter.com/thiagobalzano,https://instagram.com/thiagobalzano,https://www.awwwards.com/jury-member/thiagobalzano,https://www.awwwards.com/jury-member/thiagobalzano,awwwards_jury
Thomas,Gorree,Thomas Gorree,,,,https://linkedin.com/in/thomas-gorree-1596302,,https://instagram.com/thomasgorree,https://www.awwwards.com/jury-member/Thomas-Gorree,https://www.awwwards.com/jury-member/Thomas-Gorree,awwwards_jury
Sofia,Papadopoulou,Sofia Papadopoulou,,,,https://linkedin.com/in/sofia-papa,,https://instagram.com/__sofia__papadopoulou__,https://www.awwwards.com/jury-member/sofia_papadopoulou,https://www.awwwards.com/jury-member/sofia_papadopoulou,awwwards_jury
Toshika,Kosako,Toshika Kosako,,,,https://linkedin.com/in/toshikakosako,https://twitter.com/toshikakosako,https://instagram.com/toshikakosako,https://www.awwwards.com/jury-member/toshikakosako,https://www.awwwards.com/jury-member/toshikakosako,awwwards_jury
Thierry,Chopain PRO,"Thierry Chopain
                                                                                                                PRO",,,,https://linkedin.com/in/tchopain/,https://twitter.com/@ChopainThierry,https://instagram.com/thierrychopain,https://www.awwwards.com/jury-member/thierrychopain,https://www.awwwards.com/jury-member/thierrychopain,awwwards_jury
Fabio,Carretti,Fabio Carretti,,,,https://linkedin.com/in/fabiocarretti,https://twitter.com/FabioCarretti,https://instagram.com/fabiocarretti,https://www.awwwards.com/jury-member/fabio.carretti,https://www.awwwards.com/jury-member/fabio.carretti,awwwards_jury
Rutger,Bakker,Rutger Bakker,,,,https://linkedin.com/in/rutgerbakker95,https://twitter.com/rutger95bakker,https://instagram.com/rutger_bakker,https://www.awwwards.com/jury-member/rutger-bakker,https://www.awwwards.com/jury-member/rutger-bakker,awwwards_jury
Edgar,De la Cruz,Edgar De la Cruz,,,,,,https://instagram.com/edgartcb,https://www.awwwards.com/jury-member/edgar-de-la-cruz,https://www.awwwards.com/jury-member/edgar-de-la-cruz,awwwards_jury
Louis,Moncouyoux,Louis Moncouyoux,,,,https://linkedin.com/in/louismoncouyoux,https://twitter.com/louismoncouyoux,https://instagram.com/louis_moncouyoux,https://www.awwwards.com/jury-member/LouisMoncouyoux,https://www.awwwards.com/jury-member/LouisMoncouyoux,awwwards_jury
Gianpaolo,Tucci,Gianpaolo Tucci,,,,https://linkedin.com/in/gianpaolotucci,https://twitter.com/@TucciGianpaolo,https://instagram.com/aesthetics_Imperfections,https://www.awwwards.com/jury-member/Gianpaolo_Tucci,https://www.awwwards.com/jury-member/Gianpaolo_Tucci,awwwards_jury
Matt,Sage,Matt Sage,,,,,https://twitter.com/matttsage,,https://www.awwwards.com/jury-member/matt-sage,https://www.awwwards.com/jury-member/matt-sage,awwwards_jury
Klaus-Martin,Michaelis,Klaus-Martin Michaelis,,,,https://linkedin.com/in/klaus-martin-michaelis,https://twitter.com/@KMMichaelis,,https://www.awwwards.com/jury-member/klausmartinmichaelis,https://www.awwwards.com/jury-member/klausmartinmichaelis,awwwards_jury
